latitude,longitude,altitude (m)
42.99702504,76.98667759,3388.9
42.99713042,76.98673671,3387.6
42.99744969,76.98691323,3385
42.99788221,76.9871445,3381.4
42.99815159,76.98728922,3382.6
42.99850508,76.98756617,3377.5
42.99871231,76.98768746,3368.2
42.99896743,76.9878424,3359.2
42.99932619,76.98805989,3346.3
42.99937765,76.98809093,3343.9
42.99961516,76.98831849,3334
43.00005889,76.98867233,3314.2
43.0003726,76.98885757,3305.7
43.00083844,76.9891915,3302.3
43.00108822,76.9894086,3299.6
43.0014651,76.98961303,3292.3
43.00177402,76.98980739,3283.1
43.00213604,76.99003474,3265.7
43.00224114,76.99009781,3259
43.00253203,76.99036647,3237.4
43.00277035,76.99060565,3219.9
43.00303726,76.99095809,3197.6
43.00324682,76.99109163,3183
43.00372077,76.99139273,3152.8
43.00409569,76.99161761,3131.2
43.00433293,76.99166996,3123
43.00473391,76.99181267,3113.4
43.00502739,76.99189207,3107
43.00524469,76.99201596,3101.1
43.00564685,76.99215911,3091.2
43.00570137,76.99219018,3090.1
43.00597261,76.99234744,3083.8
43.00629834,76.99254153,3072.9
43.00670124,76.99269284,3055.9
43.00697395,76.9928543,3044.2
43.00732358,76.9929778,3031.5
43.00765292,76.99316156,3025.2
43.00800458,76.99326769,3022.1
43.00822425,76.99338726,3020.7
43.00854319,76.99339027,3015.8
43.00876281,76.99350984,3013.6
43.00900467,76.99355619,3010.5
43.00937887,76.99359223,3005.2
43.00973154,76.99370616,3002.1
43.01006089,76.99388438,3001.3
43.01038996,76.99406177,2999.8
43.01057718,76.99407864,2996.9
43.01101681,76.99432188,2990.6
43.0111273,76.99438521,2988.2
43.01156926,76.99463684,2978.6
43.01189979,76.99482088,2973.4
43.01233997,76.99506385,2968.4
43.0125599,76.99518509,2966.6
43.01288958,76.99536548,2965.4
43.01327386,76.99557549,2964.2
43.01354827,76.99572545,2962.9
43.01401031,76.99589224,2959.3
43.01441704,76.99602777,2951.9
43.01482944,76.99617677,2941.8
43.01518863,76.99629874,2934.2
43.0155233,76.9964902,2929.8
43.01557846,76.9965207,2929.2
43.01584866,76.99666109,2926.8
43.01618029,76.99700514,2928.5
43.01640814,76.99730192,2930.9
43.01660494,76.99749669,2932.4
43.0168521,76.99771279,2941.4
43.01701157,76.99779318,2947.1
43.01730087,76.99801525,2962.8
43.01748131,76.99817956,2975.5
43.01770728,76.99835771,2992.4
43.01790701,76.99844395,3004.1
43.01805693,76.99850955,3012.7
43.01844886,76.99862588,3025.5
43.01868371,76.99866354,3022.8
43.01897007,76.99872707,3020.6
43.01918743,76.9988469,3022.3
43.0194359,76.99890749,3013.7
43.01965979,76.99871286,2992
43.0198025,76.99838966,2966.9
43.01991734,76.99812984,2946.8
43.02000407,76.99793455,2931.8
43.0201465,76.99760356,2908.4
43.02031241,76.99736294,2890.7
43.02039203,76.99715377,2878.6
43.02055702,76.99674085,2856.1
43.02069093,76.99655882,2846.5
43.02078881,76.99592683,2824.5
43.02051978,76.99578424,2824.2
43.02046608,76.99575586,2824.6
43.02005683,76.99561977,2829.4
43.01966347,76.99539955,2842.3
43.01919362,76.99512097,2862.7
43.01878434,76.99487802,2877.2
43.01855765,76.99474839,2885.4
43.0180523,76.99446247,2900.3
43.01775155,76.99438233,2905.7
43.01739538,76.99427112,2912.2
43.01703946,76.99415998,2919.3
43.01647287,76.99410705,2928.6
43.01617309,76.99402738,2934
43.01576146,76.99388356,2940.9
43.01540932,76.99377762,2943
43.01529919,76.99371684,2943.9
43.01507936,76.99359612,2945.9
43.01483787,76.99355208,2946.5
43.01445319,76.99334106,2947.6
43.01382653,76.99308561,2951.1
43.01347498,76.99298156,2953
43.01320044,76.99283188,2955.2
43.01287115,76.99265243,2957.5
43.01243056,76.99241025,2960.7
43.01193375,76.99213415,2969.1
43.01157958,76.9920233,2974.3
43.01113714,76.99177231,2982.9
43.01086117,76.99161683,2988.4
43.01045364,76.99147871,2994
43.01012327,76.99129462,3000.1
43.00966096,76.99112515,3005.1
43.00908926,76.99090004,3009.5
43.00862727,76.9907365,3013.5
43.00827516,76.99062978,3015.7
43.00789034,76.9904145,3021.1
43.00753841,76.99030703,3025.5
43.00702177,76.99010828,3031.1
43.00652707,76.98983617,3037.5
43.00625318,76.98968113,3043.2
43.00587017,76.98946359,3050.4
43.00559708,76.98930808,3063.6
43.00532596,76.98914791,3077.1
43.00495104,76.98891545,3096.6
43.00473793,76.98878262,3110.7
43.00441832,76.98858644,3130.1
43.00398705,76.98833842,3150.9
43.00355554,76.98809281,3162.4
43.00296426,76.98775443,3178.6
43.00248522,76.98747418,3197.6
43.00227253,76.98735023,3199.3
43.00167288,76.98702558,3203.8
43.00140027,76.98687754,3209.4
43.00108196,76.98669265,3217.6
43.00055413,76.98638422,3239.2
43.00029213,76.98622995,3251
42.99999827,76.98597215,3261.9
42.99963702,76.98575463,3281.7
42.99945182,76.98555757,3293.4
42.99924708,76.98543367,3306.4
42.99894201,76.9852478,3325.6
42.99858969,76.98503089,3347.3
42.99813796,76.98475395,3375.4
42.99783267,76.98457241,3391.2
42.99725234,76.98431393,3421.1
42.99678392,76.98411427,3447.9
42.99653431,76.98396413,3456.5
42.99615625,76.98382928,3467.4
42.99589755,76.98368236,3478.2
42.99561304,76.98360907,3481.4
42.99529986,76.98343372,3486.4
42.99476309,76.98321293,3497.4
42.99438923,76.9830791,3509.8
42.99399027,76.9828437,3529.5
42.99379013,76.98272634,3538.3
42.99354769,76.9825789,3549.3
42.99319231,76.98237517,3561.8
42.99292328,76.98212772,3575
42.99272772,76.98201122,3584.8
42.99235461,76.98170741,3606.1
42.99196094,76.98147601,3618.1
42.99168928,76.9812317,3629.5
42.99139668,76.98105911,3645.1
42.99121964,76.980873,3657
42.99084979,76.98057278,3675.5
42.99062672,76.98043051,3692.6
42.99033743,76.98016143,3719.2
42.98999228,76.97993686,3753.8
42.98963997,76.97971335,3776.9
42.98929212,76.9794915,3812.8
42.98897474,76.97929745,3838.9
42.98860421,76.97907584,3858.6
42.98842357,76.97896581,3870.8
42.98823618,76.97885526,3884
42.9879611,76.97869035,3900.1
42.98770648,76.97862224,3907.4
42.98752964,76.97851335,3915.4
42.98726208,76.97835019,3933.4
42.98690442,76.97813322,3957
42.9865219,76.97789264,3987.1
42.98628011,76.97773474,4011.5
42.98595797,76.97752533,4042.6
42.98571182,76.97736823,4054.3
42.98562368,76.97731508,4054.9
42.98530358,76.97714723,4054.2
42.98489273,76.97694499,4042.3
42.9844888,76.97676231,4014.4
42.9842727,76.97674062,4001
42.98389398,76.97656116,3980.8
42.98363185,76.97651235,3971
42.98338741,76.97622861,3960.3
42.98339308,76.9759914,3958.5
42.98349131,76.97564322,3957.6
42.98351834,76.97533651,3955.8
42.98357833,76.97512772,3955
42.98367912,76.97477989,3954.8
42.98378065,76.97443225,3955.3
42.98386685,76.97415537,3955.8
42.98397588,76.97380985,3958.4
42.98403264,76.97343618,3960.6
42.98409682,76.97306501,3966.6
42.98425551,76.97266067,3977.3
42.98425751,76.97233531,3985.7
42.98444744,76.9721931,3994.8
42.98476561,76.97220272,4001.9
42.98523288,76.97237139,4008.7
42.98547862,76.97242199,4014.4
42.98599731,76.97261881,4025.9
42.98621526,76.9727355,4030.1
42.98675954,76.97295085,4034
42.98699057,76.97308167,4020.6
42.98752522,76.97331266,3986.4
42.98782017,76.97348612,3962.1
42.9880743,76.97363558,3940.6
42.98832966,76.97378576,3918.4
42.98887796,76.9741105,3867.2
42.98912912,76.97426026,3844
42.98953436,76.97449513,3811.7
42.98993342,76.97472856,3778.5
42.99041418,76.97501269,3737
42.99083799,76.97534563,3698.3
42.99121087,76.97565206,3664.1
42.99169959,76.97602091,3616.8
42.99190784,76.97622782,3597.8
42.99225205,76.97651628,3567
42.9925836,76.97688064,3538.2
42.99299426,76.9772044,3512.8
42.99345097,76.97763456,3485.4
42.99381421,76.97801004,3470.5
42.99412737,76.97835757,3456.4
42.99441558,76.97860453,3450.6
42.99465589,76.97882324,3447
42.99482598,76.9790863,3445.2
42.99533371,76.97952703,3451.1
42.99562528,76.97984929,3458.7
42.99571588,76.97998084,3462
42.99607806,76.98025849,3465.6
42.99680208,76.98073949,3461.8
42.99725019,76.98107482,3451.1
42.99745995,76.98119163,3444.8
42.99771962,76.98133786,3437.5
42.9981291,76.98157258,3424.6
42.9983843,76.98171979,3414.5
42.99879171,76.98195614,3391.7
42.99924643,76.98222409,3364.3
42.99965472,76.98246306,3342
42.99998626,76.98256891,3327.8
43.00045174,76.98283902,3303.8
43.00055552,76.98289943,3298.3
43.00102264,76.983171,3272.5
43.00136355,76.98345805,3248.4
43.00154619,76.98365585,3234.3
43.00170433,76.98374699,3225.2
43.00201732,76.9839316,3207.2
43.00246619,76.98428475,3179.2
43.00251827,76.98431609,3176.3
43.00278268,76.98447087,3162
43.00326219,76.98474913,3137.9
43.00336871,76.98481138,3133
43.00377852,76.98513153,3116.1
43.00421168,76.98537744,3104.4
43.00448377,76.98552973,3098.7
43.00504979,76.98576164,3083.9
43.00529077,76.98580784,3080.2
43.00613673,76.98574762,3079.7
43.00651126,76.98577403,3083.2
43.00693991,76.98583025,3084.7
43.00742225,76.98591796,3085.5
43.00780479,76.98613037,3080.1
43.00807812,76.98628201,3076.3
43.00857018,76.98655272,3070.9
43.00884372,76.9867035,3069.2
43.00917153,76.98688269,3068.4
43.00944481,76.98703264,3066
43.00966349,76.98715297,3064.2
43.01010063,76.98739302,3059.7
43.01026507,76.98748517,3056.6
43.01064909,76.98769985,3048.8
43.01108849,76.98794551,3039.5
43.0116167,76.98832865,3026.1
43.01194635,76.98851166,3022.5
43.01276834,76.98896438,3007.3
43.01321167,76.98921447,2996
43.01362211,76.98935776,2989.7
43.01403037,76.98949686,2984.3
43.01425106,76.98961932,2981.2
43.01452707,76.98977259,2977.1
43.01485889,76.9899572,2972.1
43.01541216,76.99026491,2963.1
43.0158511,76.99050599,2956.9
43.01607061,76.99062661,2955.1
43.01655372,76.99071667,2951.2
43.01674038,76.99073155,2949.5
43.01726004,76.99093187,2943
43.01763641,76.990965,2937.5
43.01782508,76.99098186,2933.5
43.01812739,76.99106328,2927
43.01835053,76.99118762,2922
43.01859703,76.9912377,2917
43.01887581,76.99139276,2911.1
43.01915497,76.99154822,2905.5
43.01933652,76.9918265,2899.9
43.01957408,76.99213616,2892.7
43.01980731,76.99244174,2886.3
43.02014931,76.99263487,2876.8
43.02035481,76.99239822,2873.8
43.02062453,76.99237219,2867.5
43.02072771,76.99269541,2861
43.02061952,76.99307808,2857.3
43.02024184,76.99375823,2854.5
43.01992274,76.99420257,2854
43.0197818,76.9944807,2851.8
43.01966013,76.99467908,2851.5
43.01937142,76.99522787,2854.5
43.01922617,76.99550071,2858
43.01891517,76.99601742,2870.2
43.01870961,76.99641771,2888.3
43.01851954,76.99689429,2916.3
43.01831961,76.99734937,2950.6
43.01813574,76.99782476,2975.4
43.01810978,76.99789293,2978.7
43.01793168,76.99837416,3000.9
43.01782993,76.99864713,3013.6
43.01760662,76.99910973,3035.2
43.01748314,76.99945356,3050.9
43.01730954,76.99993146,3065.5
43.01702603,77.00061915,3078.1
43.01681229,77.00109201,3085.2
43.01654814,77.00154254,3091.4
43.01635823,77.0019433,3101.6
43.01624086,77.00229041,3112.3
43.01607006,77.00260732,3119.8
43.01595143,77.00294773,3129.5
43.01578286,77.00326833,3135.8
43.01563834,77.00352104,3141.6
43.01537642,77.00411067,3156
43.01514266,77.00464469,3167.5
43.01495337,77.00503387,3173.8
43.0147013,77.00578422,3195
43.01454229,77.00626344,3202.4
43.014319,77.00682884,3205.1
43.01414648,77.00741314,3208
43.0139753,77.00800301,3203.4
43.01387243,77.00839298,3201.3
43.01370084,77.00898446,3199
43.01367908,77.00905667,3198.6
43.01352683,77.00956195,3198.3
43.01341777,77.00992011,3198.2
43.01329136,77.01037801,3194
43.01320722,77.01068436,3191
43.0130177,77.01137441,3179.1
43.01285074,77.01200144,3170.4
43.0126917,77.01235856,3164.6
43.01260507,77.01265282,3164.4
43.01244954,77.01313598,3169.2
43.01236081,77.01341165,3174.2
43.01217414,77.01379187,3183.5
43.01208478,77.01405854,3190.5
43.01189049,77.01428005,3196.5
43.01172643,77.01458678,3205.8
43.01159895,77.01460727,3207.1
43.01133372,77.01447869,3208.4
43.01106692,77.01433148,3210.2
43.01092818,77.0141664,3209.6
43.0107572,77.01389446,3208.5
43.01051081,77.0136563,3212.3
43.01013684,77.01343218,3220.2
43.00981876,77.01328987,3214.9
43.00959748,77.01305257,3200.1
43.00968509,77.0127883,3192.8
43.00990425,77.01211648,3173.1
43.01020497,77.01147623,3146.1
43.01041484,77.01104822,3126.5
43.01057882,77.01072257,3116
43.0109416,77.01019616,3104.7
43.01098636,77.01005509,3102.3
43.01114843,77.00970773,3102.4
43.01133275,77.00928385,3105.3
43.01159098,77.00880196,3109.9
43.01163474,77.00865553,3109.6
43.01177464,77.00837709,3111.5
43.01193653,77.0080273,3113.6
43.01215289,77.00771279,3116.3
43.01243414,77.00717412,3118.5
43.01278411,77.00655149,3130.3
43.01296288,77.00610794,3140.7
43.01328984,77.00556574,3149.7
43.01357736,77.00506622,3145.3
43.0137985,77.00477853,3136.1
43.01404356,77.00442402,3123
43.01431039,77.0039928,3112.6
43.01452168,77.00352251,3104.3
43.01456738,77.00338201,3101.1
43.01478047,77.00291548,3089.3
43.01487846,77.00279798,3088
43.01497179,77.00252103,3079.8
43.01511666,77.00226468,3072.4
43.01521041,77.0019869,3062.2
43.01538219,77.00166959,3053
43.01550423,77.00133338,3042.1
43.01567185,77.00084969,3025.7
43.01583809,77.00035918,3012.5
43.01602452,76.99978633,2999.2
43.01615926,76.99918739,2985.5
43.01620799,76.99904794,2981.6
43.01637696,76.9985542,2965.2
43.01657068,76.99798744,2946.8
43.01671476,76.99755707,2934.3
43.01690327,76.99697428,2924.4
43.01708714,76.99621744,2908.6
43.01711067,76.99614405,2906.9
43.01719559,76.9956703,2901.1
43.01734467,76.99512892,2902.7
43.01737671,76.99479282,2905.5
43.01745114,76.99430243,2911
43.01750302,76.99388778,2915.3
43.01765358,76.99335161,2919.8
43.01780046,76.9928115,2925.4
43.0179567,76.99228402,2926.3
43.01802457,76.99205895,2925.2
43.0181164,76.99132079,2925.9
43.01810542,76.99113904,2927.1
43.01816896,76.99047034,2930.1
43.01804468,76.99022492,2934.2
43.01793325,76.99016271,2936.6
43.01749354,76.98992068,2944.7
43.01737403,76.98967999,2944.8
43.0171767,76.98948379,2946.2
43.01701163,76.98939303,2947.9
43.01673644,76.9892414,2951.1
43.01640717,76.98905976,2953.6
43.01607834,76.98887946,2956.2
43.01600096,76.98892444,2956.8
43.01577844,76.98923926,2958.8
43.01556676,76.98973576,2961.5
43.01530164,76.99020353,2964.8
43.01521193,76.99050405,2965.3
43.01502249,76.99092444,2966.1
43.01481259,76.99142266,2964.8
43.01466876,76.99169404,2964.3
43.01455924,76.99207376,2961.5
43.01438559,76.99268523,2955.6
43.01425506,76.993144,2949.8
43.01405905,76.99383289,2944.3
43.01388266,76.99444154,2944.5
43.01386965,76.99469535,2946
43.01373264,76.99513966,2951.9
43.01360315,76.99575544,2962.6
43.01347429,76.99637056,2968.6
43.01343953,76.9966993,2970.7
43.01326108,76.99729806,2970.7
43.01322913,76.99763687,2968.6
43.01309796,76.99809636,2964.9
43.01301044,76.99840253,2963.3
43.01285753,76.99894035,2960.1
43.0127468,76.99932022,2960.9
43.01263402,76.99968885,2965.9
43.0124281,77.00033909,2974
43.01231496,77.00070446,2979.2
43.0121562,77.00121237,2989
43.0119728,77.00177779,3000.7
43.01180538,77.00211028,3007.4
43.01163837,77.00244276,3013.8
43.01147096,77.00277272,3020.2
43.01119242,77.00346522,3033.6
43.01102526,77.00379064,3040.1
43.01089113,77.00422141,3047.3
43.01072616,77.00456068,3047.3
43.01051787,77.00505481,3046.5
43.01025564,77.00552765,3045.2
43.01004769,77.00603074,3043.3
43.00993771,77.00640743,3043.7
43.00975152,77.0068357,3044
43.00968519,77.00705689,3044.8
43.00955241,77.00749629,3046.4
43.00941984,77.00793386,3049.1
43.00926531,77.00844393,3052.7
43.00919912,77.00866238,3055.5
43.0091428,77.00904129,3061.2
43.00898813,77.00952978,3070.7
43.00881151,77.01008106,3080.6
43.00862563,77.01049147,3084.2
43.00855981,77.01070845,3086.6
43.0084618,77.01083854,3084.8
43.00829791,77.01118573,3086.3
43.00807949,77.01151908,3083.2
43.00781723,77.01198234,3079.2
43.00768595,77.01240801,3082.5
43.00752208,77.01236119,3071.6
43.00730291,77.01229857,3061.5
43.00708274,77.01223828,3052.8
43.00658941,77.01201442,3040
43.00648052,77.01194933,3041.3
43.00598105,77.01147597,3049.7
43.00605815,77.01099468,3050.5
43.00614585,77.01070262,3049.9
43.00632156,77.01011885,3046.3
43.00647508,77.00960798,3042.5
43.00662862,77.00910017,3038
43.00678243,77.00858787,3033
43.00692533,77.00831942,3029.8
43.00703601,77.0079496,3027.5
43.00720052,77.00762223,3025.4
43.00738802,77.00720348,3023
43.00752072,77.0067575,3021.3
43.00777451,77.00611857,3018.6
43.00793982,77.00578013,3016.8
43.00805049,77.00540861,3015.5
43.0081939,77.00513577,3014.1
43.00832674,77.00468617,3011.5
43.00851446,77.00427235,3010.8
43.00884573,77.003587,3008.8
43.00889004,77.00343864,3008.1
43.00914449,77.00279543,3003.9
43.00935492,77.00230937,3002.9
43.00956472,77.00180734,3002.9
43.00987289,77.00117759,3005.6
43.00993907,77.00094854,3008.1
43.01014863,77.00044895,3008.9
43.01029236,77.00018223,3007.9
43.0104031,76.99980689,3007.8
43.01061332,76.99931395,3004.8
43.01095709,76.9983732,3002.9
43.01110115,76.99810623,3001.4
43.0113229,76.99735406,2998.8
43.01151086,76.99693422,2995.7
43.0115554,76.99678525,2994.9
43.01176803,76.99630017,2988.9
43.01185826,76.99600541,2985.5
43.01192599,76.99578417,2982.8
43.01197424,76.99520661,2976
43.01197766,76.99477821,2971.6
43.01206881,76.99448458,2967
43.01209535,76.99398205,2962.5
43.01220776,76.99360757,2958.7
43.01229721,76.99330644,2956.1
43.01245345,76.99277858,2957.3
43.01262824,76.99216484,2962.7
43.01273697,76.99178067,2967
43.01284512,76.99139598,2973.2
43.01299658,76.99085901,2982.6
43.01312615,76.99039939,2988.2
43.01323494,76.99001887,2991.7
43.01330147,76.98979298,2992.1
43.01348966,76.98937182,2991.3
43.01360056,76.98899532,2992.7
43.01370947,76.98861595,2996.3
43.0136859,76.9882508,3001.5
43.01342256,76.98828108,3004.5
43.01317699,76.98822938,3009.5
43.01295403,76.98810278,3015.1
43.01271247,76.98805642,3020
43.01244932,76.98808622,3024.1
43.01221977,76.98822317,3024.3
43.01209951,76.98842025,3022.9
43.01183695,76.98889049,3019.5
43.01167202,76.98923817,3017.9
43.01144993,76.98954867,3018.5
43.01138453,76.98977722,3016.3
43.01117794,76.99028447,3009.7
43.0111345,76.9904381,3006.5
43.01094856,76.99086736,2998.7
43.01079502,76.99140281,2992.4
43.01062989,76.99175425,2988.6
43.0104754,76.99228828,2984.6
43.01031939,76.99281449,2984.4
43.01016343,76.99334051,2987.4
43.01005139,76.99371115,2997.3
43.00994746,76.99424133,3010.1
43.0097697,76.99483947,3015.7
43.00957012,76.99551556,3017.5
43.00941478,76.99604004,3019.4
43.00928115,76.99648073,3024.2
43.00923665,76.99662742,3026.2
43.00911288,76.99722907,3034.2
43.00889173,76.99797305,3046.4
43.00879153,76.99852092,3048.8
43.0086369,76.9990463,3050.1
43.00853705,76.99961535,3045.7
43.00842652,76.99998977,3042.8
43.00822771,77.00066278,3040.8
43.00811716,77.00104248,3040
43.00800655,77.00142234,3038.2
43.00787358,77.00188254,3033.7
43.007807,77.00211697,3030.6
43.00757474,77.00269928,3026.4
43.0073654,77.00318872,3027.3
43.00717742,77.0036169,3028.1
43.00706585,77.00400257,3024
43.00685548,77.004506,3022
43.00674465,77.00488388,3020.5
43.00657976,77.00521865,3022.9
43.00646953,77.00558847,3025.9
43.00637043,77.00570886,3027.5
43.00623809,77.00615266,3029.5
43.00602935,77.0066341,3033.1
43.0057785,77.00725233,3042.7
43.00561502,77.00757906,3047.9
43.00547238,77.00784252,3050.6
43.00534031,77.00828782,3052.9
43.00517545,77.00862907,3055.7
43.00496809,77.00910854,3060
43.0048586,77.00947723,3061.5
43.00471531,77.00974991,3062.5
43.00460522,77.01012078,3063.5
43.00451919,77.01040283,3065.1
43.00433406,77.01080959,3069.6
43.00414882,77.01079028,3071.7
43.00381834,77.01063207,3073.1
43.00341391,77.01049915,3075.8
43.00312055,77.01041512,3081.1
43.00292683,77.01020663,3085.5
43.00298317,77.00979911,3084.7
43.00304924,77.00957581,3084.2
43.00314847,77.0090233,3084.8
43.00330163,77.00850622,3083
43.00341001,77.00814261,3081.5
43.00345332,77.00799734,3080.6
43.00362772,77.00741152,3076.9
43.00383558,77.0069247,3073.9
43.00403314,77.00625726,3069.7
43.00418606,77.00574247,3065.1
43.00438147,77.00508912,3057.7
43.00453529,77.00456992,3054.9
43.00469978,77.00423001,3054
43.00492616,77.00344362,3069.5
43.00508503,77.00288992,3080.7
43.00522929,77.00261006,3084.9
43.00545275,77.00184082,3093.7
43.00556416,77.00145743,3097.4
43.00565324,77.00115109,3100.1
43.00576426,77.00077027,3103.4
43.00595135,77.00034574,3106.1
43.00603994,77.00004187,3108.3
43.00619448,76.99951405,3109.8
43.00646832,76.99880108,3109.4
43.00667647,76.99830933,3108.9
43.00688463,76.99781868,3106.7
43.00712536,76.99701239,3099.8
43.00742027,76.9962455,3082.1
43.00752928,76.99589351,3071.8
43.0076605,76.99546975,3055.5
43.0077482,76.99518965,3044.7
43.00785831,76.99482777,3035.5
43.00792468,76.99460545,3033.1
43.00810175,76.9940113,3027
43.00826745,76.99366764,3022.5
43.00835624,76.99337382,3018.9
43.00850002,76.99311063,3013.4
43.00867793,76.99251818,3004.5
43.00877744,76.99239928,3003.3
43.00888863,76.99202428,3002.2
43.00909901,76.99152295,3001.6
43.00926477,76.99117209,3005.3
43.00941931,76.99063595,3013.2
43.00957351,76.99010007,3021.9
43.0096615,76.98979429,3027.8
43.00977111,76.98941086,3036.4
43.00995672,76.98897979,3045.5
43.01006596,76.98859849,3050.4
43.01023098,76.98825301,3051.9
43.01039618,76.98790821,3051.6
43.01046239,76.98768291,3052
43.01071629,76.98703867,3048.8
43.01088342,76.9866981,3045.4
43.01086244,76.98633743,3048.4
43.01071976,76.98617063,3051.9
43.01052232,76.98597352,3055.5
43.01032484,76.98577671,3058.4
43.00999651,76.98559522,3063.3
43.0096682,76.98541381,3069.2
43.0093946,76.98526249,3073.2
43.00891294,76.98516967,3079.5
43.00886861,76.98531822,3079.7
43.00872558,76.98558704,3080.7
43.00861527,76.98596314,3079.1
43.00838401,76.98653788,3071.3
43.00836192,76.98661367,3070
43.00815242,76.98711775,3060.7
43.0080859,76.98734717,3056.3
43.00788585,76.98803614,3043.3
43.00777483,76.98841461,3036.8
43.00758525,76.98927873,3028.6
43.00755121,76.98961263,3027.6
43.00740633,76.99032134,3026.9
43.00726162,76.9910284,3028.8
43.00717285,76.99132943,3033.1
43.0070961,76.99179914,3038.9
43.00692045,76.99238755,3047.1
43.00684269,76.99286471,3049.2
43.00670994,76.99331481,3050.9
43.00666574,76.99346447,3052.4
43.006578,76.99375893,3056.7
43.00649047,76.99405255,3060.3
43.00640305,76.99434545,3065.7
43.00622904,76.99492672,3079.4
43.00618627,76.99506646,3083.7
43.00610183,76.9953429,3094
43.00599441,76.99569709,3106.7
43.00585359,76.99595745,3115.3
43.00572295,76.99639731,3120.8
43.0054715,76.99703404,3125.4
43.00514454,76.99771342,3128.3
43.00489382,76.99834614,3132.7
43.00478507,76.99871349,3133.5
43.0046424,76.99898438,3135.3
43.00438999,76.99962765,3136.1
43.00424786,76.99989578,3136.5
43.00403962,77.00038846,3133.1
43.00383861,77.00107486,3127.2
43.00362955,77.00157071,3125.4
43.00341862,77.00207443,3120.3
43.00299285,77.00309665,3105.4
43.00294831,77.00325022,3103.4
43.00279129,77.0037841,3104.1
43.00256551,77.00433094,3109.9
43.00229704,77.00502305,3118.9
43.00227556,77.00509562,3119.5
43.0021038,77.00567577,3125.3
43.00190036,77.00614885,3130.9
43.00167099,77.00671268,3134.5
43.00146242,77.00720618,3134
43.00135075,77.00758568,3132.8
43.001261,77.00789098,3131.1
43.0011712,77.00819643,3129.4
43.00112599,77.00835022,3128.6
43.00088786,77.00872784,3131.5
43.00065261,77.0086674,3135.8
43.00052429,77.00867416,3138
43.0001767,77.00856754,3144.2
42.99985538,77.00837295,3149.8
42.99958632,77.00821567,3154.7
42.99942496,77.00812134,3158.2
42.99904866,77.00790136,3166.6
42.9989412,77.00783855,3168.7
42.99859549,77.00772885,3174.1
42.99840426,77.00752467,3178.9
42.99847474,77.00728891,3182.5
42.99856188,77.00678677,3190.7
42.99862226,77.00637235,3196.1
42.99871031,77.00607402,3198.3
42.9989426,77.00507431,3200.6
42.99904955,77.00470953,3196.5
42.99917433,77.00428057,3189.5
42.99927206,77.00393923,3184
42.99950337,77.00314687,3171.6
42.99962655,77.00272075,3163
42.9998518,77.00194275,3147.3
42.99993668,77.00165152,3141.5
43.00007763,77.00138634,3139.7
43.00016429,77.00109103,3139.6
43.00027486,77.000716,3142.7
43.00042392,77.00043122,3149.6
43.00059759,77.00006504,3157.8
43.00071721,76.99966795,3167.3
43.00092485,76.99897279,3179.3
43.00101202,76.99867652,3180.5
43.00112139,76.9983051,3182.2
43.00141544,76.9973167,3190.8
43.00152613,76.99694233,3193.2
43.0016684,76.99667367,3193.9
43.00190569,76.99586461,3188.3
43.00200279,76.99574786,3186.9
43.00227275,76.99504212,3183.5
43.00242652,76.99452073,3180.4
43.00265416,76.99396016,3174.3
43.00283507,76.99355491,3167.6
43.00316531,76.9930677,3154.9
43.00327162,76.99270353,3150.3
43.00343219,76.99236926,3145.4
43.00359467,76.99203037,3144
43.0037292,76.99157701,3146.3
43.0039185,76.99115176,3153
43.00414439,76.99039192,3160.9
43.00434866,76.98990854,3151.3
